student,glasses,english,statsofar,love_htcm,smoke,h_left,h_right,handedness,statfuture,haircut,lecture,alone,height_in,hand_span,favcolor,lastsleep,pulse,year,lovetrueage,lovetrueht,sex,ageguess
201642,NA,n,6,NA,1,0,10,1,5,20,3,3,71,25,green,6,64,2016,49.5,NA,m,48
201643,NA,n,5,NA,1,0,10,1,5,15,3,4,64,18.5,blue,8,78,2016,49.5,NA,f,40
201644,NA,y,5,NA,1,2,18,0.8,7,0,2,3,71,18.5,green,7,68,2016,49.5,NA,m,47
201645,NA,y,4,NA,1,1,19,0.9,5,40,3,4,63.5,17,blue,7,74,2016,49.5,NA,f,43
201646,NA,y,5,NA,2,2,13,0.73,7,9,3,2,74,23,blue,6,90,2016,49.5,NA,m,46
201647,NA,y,6,NA,1,3,14,0.65,7,0,2,4,71,22.5,blue,9,74,2016,49.5,NA,m,38
201648,NA,y,5,NA,2,7,3,-0.4,7,60,3,5,68,21,blue,7.5,90,2016,49.5,NA,f,48
201649,NA,y,5,NA,1,8,4,-0.33,7,12,1,2,70,21.5,gray,5,66,2016,49.5,NA,m,NA
201650,NA,y,5,NA,2,0,10,1,7,0,3,4,65,18.5,purple,5,70,2016,49.5,NA,f,50
201651,NA,y,5,NA,1,0,14,1,7,5,1,3,72,21.5,navy,7,55,2016,49.5,NA,m,35
201652,NA,y,5,NA,1,0,10,1,7,0,5,2,69,NA,blue,7.5,65,2016,49.5,NA,m,50
201653,NA,y,4,NA,1,2,18,0.8,7,0,3,2,67,24,brown,5,60,2016,49.5,NA,m,45
201654,NA,y,6,NA,2,8,2,-0.6,6,25,1,3,68,21,royal blue,8.5,64,2016,49.5,NA,f,48
201655,NA,y,5,NA,1,10,1,-0.82,6,75,3,4,63,17.5,violet,8.5,56,2016,49.5,NA,f,44
201656,NA,y,4,NA,1,2,10,0.67,7,20,4,4,73,22,navy,6,90,2016,49.5,NA,m,55
201657,NA,y,5,NA,1,0,20,1,6,10,3,3,69,21.5,black,7,68,2016,49.5,NA,m,48
201658,NA,y,6,NA,2,1,12,0.85,6,0,2,3,66,19.5,green,7,63,2016,49.5,NA,m,52
201659,NA,y,7,NA,1,4,6,0.2,7,26,1,1,67,21,blue,7,78,2016,49.5,NA,m,45
201660,NA,y,6,NA,1,5,14,0.47,7,20,2,4,73,22.5,red,6,60,2016,49.5,NA,m,38
201661,NA,y,6,NA,1,2,14,0.75,7,30,3,4,70,22,red,9,60,2016,49.5,NA,m,32
201662,NA,y,6,NA,1,0,10,1,7,30,1,1,76,23,gray,6,66,2016,49.5,NA,m,47
201663,NA,y,7,NA,1,1,10,0.82,7,20,5,3,63,20,green,4,56,2016,49.5,NA,m,40
201664,NA,n,7,NA,1,0,10,1,7,20,3,4,65,20.5,green,7,88,2016,49.5,NA,f,40
201501,NA,n,5,NA,1,2,15,0.76,7,15,3,3,61,19.5,blue,8,66,2015,48.5,NA,f,48
201502,NA,y,6,NA,1,1,11,0.83,7,7,4,4,71,21,blue,8,65,2015,48.5,NA,m,52
201503,NA,y,5,NA,1,6,6,0,7,19,2,2,67,19.5,chartreuse,8,80,2015,48.5,NA,m,47
201504,NA,y,5,NA,1,10,0,-1,7,30,4,4,66,22,blue,6.5,60,2015,48.5,NA,m,47
201505,NA,y,3,NA,1,15,5,-0.5,5,35,2,4,66,19,red,4,56,2015,48.5,NA,f,46
201506,NA,n,7,NA,1,2,14,0.75,7,5,3,2,70,21,blue,9,90,2015,48.5,NA,m,40
201507,NA,y,6,NA,1,1,12,0.85,7,0,3,4,74,24,blue,7,94,2015,48.5,NA,m,42
201508,NA,y,5,NA,1,0,20,1,6,17.5,4,4,72,22,blue,7,70,2015,48.5,NA,m,49
201509,NA,y,5,NA,1,20,0,-1,6,0,2,4,71,22.2,red,7.5,72,2015,48.5,NA,m,48
201510,NA,y,3,NA,1,18,2,-0.8,5,32,2,4,72,23,blue,5,64,2015,48.5,NA,m,42
201511,NA,y,7,NA,1,1,10,0.82,7,14,2,2,62,19.5,white,6,62,2015,48.5,NA,f,48
201512,NA,n,5,NA,1,2,18,0.8,6,5,2,2,68,NA,red,9,72,2015,48.5,NA,m,40
201513,NA,y,3,NA,1,20,0,-1,7,5,3,3,71,NA,red,9,72,2015,48.5,NA,m,54
201514,NA,y,5,NA,1,15,5,-0.5,6,25,3,4,63,19,purple,9,72,2015,48.5,NA,f,50
201515,NA,y,5,NA,1,13,7,-0.3,6,0,3,2,73,22,blue,7.5,78,2015,48.5,NA,m,45
201516,NA,y,4,NA,1,1,16,0.88,7,25,2,3,66,24.1,NA,8,66,2015,48.5,NA,f,44
201517,NA,y,6,NA,1,1,16,0.88,6,10,3,2,61,21.5,purple,7,72,2015,48.5,NA,f,45
201518,NA,y,5,NA,2,3,9,0.5,7,50,2,3,64,20,blue,8,68,2015,48.5,NA,f,36
201519,NA,y,3,NA,1,0,10,1,6,15,4,3,67,22,orange,6.5,60,2015,48.5,NA,m,47
201520,NA,y,4,NA,1,0,16,1,5,30,2,3,64,17,pink,8,58,2015,48.5,NA,f,45
201521,NA,y,4,NA,1,4,15,0.58,6,17,4,3,72,19,green,8,60,2015,48.5,NA,m,50
201522,NA,n,3,NA,1,4,16,0.6,5,35,2,2,64,17.5,pink,8,60,2015,48.5,NA,f,41
201523,NA,y,6,NA,1,3,9,0.5,6,60,2,5,68,19,green,6,62,2015,48.5,NA,f,52
201524,NA,y,3,NA,1,1,14,0.87,5,15,4,5,72,21.5,green,9,68,2015,48.5,NA,m,48
201525,NA,n,4,NA,1,1,16,0.88,4,20,2,3,69,21,blue,8,60,2015,48.5,NA,m,46
201526,NA,y,5,NA,1,9,7,-0.13,6,60,2,3,63,18.5,blue,6,68,2015,48.5,NA,f,42
201527,NA,y,5,NA,1,0,10,1,6,0,3,3,68.5,21,blue,8,68,2015,48.5,NA,f,45
201528,NA,y,1,NA,1,3,14,0.65,3,30,2,4,68,20,purple,8.5,60,2015,48.5,NA,f,50
201529,NA,y,3,NA,1,8,10,0.11,5,20,2,3,68,20.7,aqua,6.5,52,2015,48.5,NA,f,47
201530,NA,y,3,NA,1,7,6,-0.08,5,3,2,3,67,21,sapphire,7.5,69,2015,48.5,NA,f,47
201531,NA,y,7,NA,1,0,20,1,7,0,5,5,68,22,yellow,8,86,2015,48.5,NA,f,42
201532,NA,y,5,NA,1,2,15,0.76,6,210,3,2,70,21.5,purple,7.5,76,2015,48.5,NA,f,53
201533,NA,y,3,NA,1,0,17,1,5,14,4,3,69,21.5,green,8,60,2015,48.5,NA,m,53
201534,NA,y,3,NA,1,0,10,1,5,60,3,2,66,18,blue,6,66,2015,48.5,NA,f,51
201535,NA,y,4,NA,1,0,20,1,5,0,4,5,66,23.5,blue,5,72,2015,48.5,NA,m,55
201536,NA,y,6,NA,1,1,9,0.8,7,50,3,2,68,20,pink,7,80,2015,48.5,NA,f,53
201537,NA,y,4,NA,1,3,12,0.6,7,18,2,2,67,21.5,orange,8,74,2015,48.5,NA,m,47
201538,NA,y,4,NA,1,1,10,0.82,6,15,3,2,69,19.5,blue,9,70,2015,48.5,NA,m,49
201539,NA,y,3,NA,1,5,15,0.5,6,55,3,2,62,18,blue,6,90,2015,48.5,NA,f,42
201540,NA,y,3,NA,2,16,7,-0.39,6,32,3,2,70,21.5,red,6,80,2015,48.5,NA,m,45
201541,NA,y,2,NA,1,0,20,1,7,0,3,4,63,21,yellow,6.5,70,2015,48.5,NA,f,47
201542,NA,y,6,NA,1,0,20,1,7,30,4,4,64,20,purple,7,66,2015,48.5,NA,f,37
201543,NA,n,6,NA,1,0,19,1,6,0,4,3,65,19.5,blue,8,60,2015,48.5,NA,f,49
201544,NA,n,6,NA,1,0,19,1,6,0,2,2,66,22.5,yellow,8,62,2015,48.5,NA,f,53
201545,NA,y,4,NA,1,6,14,0.4,6,6,1,2,63.5,18,pink,8,54,2015,48.5,NA,f,48
201546,NA,y,5,NA,1,5,15,0.5,7,0,2,3,70,21,blue,7,88,2015,48.5,NA,m,53
201547,NA,y,5,NA,1,2,9,0.64,7,20,3,3,66,21.7,blue,8,68,2015,48.5,NA,m,48
201548,NA,y,7,NA,1,1,10,0.82,7,55,4,2,68,22,brown,5,64,2015,48.5,NA,m,57
201549,NA,y,5,NA,2,1,9,0.8,7,48,1,4,71,22.6,blue,7,86,2015,48.5,NA,m,44
201401,NA,y,5,NA,1,1,14,0.87,7,35,4,5,68,19,green,6,86,2014,47.5,NA,f,42
201402,NA,y,5,NA,1,2,12,0.71,6,35,3,2,64,18,green,7,80,2014,47.5,NA,f,40
201403,NA,y,5,NA,1,0,10,1,7,15,5,1,72,16,orange,6,30,2014,47.5,NA,m,38
201404,NA,y,5,NA,1,0,10,1,6,12,4,2,66,19,green,6,64,2014,47.5,NA,f,46
201405,NA,y,5,NA,1,0,17,1,7,10,2,3,68,20.5,green,6,56,2014,47.5,NA,m,45
201406,NA,y,6,NA,2,15,10,-0.2,7,28,5,5,66,21.5,blue,8,82,2014,47.5,NA,m,44
201407,NA,n,1,NA,1,7,2,-0.56,5,50,1,1,64,22.8,red,7,72,2014,47.5,NA,f,52
201408,NA,y,5,NA,1,10,10,0,7,70,3,4,67,20.5,blue,6.5,68,2014,47.5,NA,m,55
201409,NA,NA,5,NA,1,4,12,0.5,5,32,2,3,63,8,red,7,52,2014,47.5,NA,f,40
201410,NA,n,5,NA,1,5,15,0.5,6,18,3,3,65,18,purple,4,84,2014,47.5,NA,f,46
201411,NA,y,5,NA,1,3,16,0.68,6,30,4,3,65,16,green,6,62,2014,47.5,NA,f,54
201412,NA,n,5,NA,2,2,14,0.75,7,0,2,3,70,20,gray,7,68,2014,47.5,NA,m,53
201413,NA,y,6,NA,1,1,16,0.88,5,55,1,2,64,20,blue,7,62,2014,47.5,NA,f,45
201414,NA,y,5,NA,1,2,10,0.67,7,0,3,2,70,22,blue,6,66,2014,47.5,NA,m,52
201415,NA,y,4,NA,1,5,14,0.47,5,20,2,2,60,18,silver,6,78,2014,47.5,NA,f,45
201416,NA,y,4,NA,1,4,16,0.6,6,60,3,3,72,22.5,green,8,66,2014,47.5,NA,m,52
201417,NA,n,3,NA,1,2,16,0.78,5,25,4,4,71,22,blue,6,70,2014,47.5,NA,m,58
201418,NA,y,5,NA,1,1,15,0.88,5,15,4,4,67,21,red,7,68,2014,47.5,NA,m,40
201419,NA,y,5,NA,1,3,15,0.67,6,25,3,4,65,21.5,green,6,86,2014,47.5,NA,f,45
201420,NA,n,6,NA,1,0,13,1,7,15,2,3,71,21.4,brown,6,88,2014,47.5,NA,m,48
201421,NA,y,5,NA,1,0,16,1,7,28,2,4,63,20.2,dark blue,7,78,2014,47.5,NA,f,45
201422,NA,y,7,NA,1,3,8,0.45,7,9,4,3,72,11,blue,8,80,2014,47.5,NA,m,40
201423,NA,n,7,NA,1,0,10,1,7,5,4,2,71,10,blue,9,75,2014,47.5,NA,m,40
201424,NA,y,5,NA,1,0,17,1,7,0,2,2,64,19,green,7,92,2014,47.5,NA,f,55
201425,NA,n,5,NA,1,3,17,0.7,7,100,3,1,63,16,blue,9,80,2014,47.5,NA,f,49
201426,NA,n,6,NA,1,3,13,0.63,6,25,2,3,72,20.5,NA,6,72,2014,47.5,NA,m,45
201427,NA,y,6,NA,1,12,3,-0.6,7,15,1,2,70,21.5,depends,7,62,2014,47.5,NA,m,46
201428,NA,y,7,NA,1,2,18,0.8,7,25,3,2,70,23.5,blue,6,66,2014,47.5,NA,m,50
201429,NA,y,1,NA,1,6,14,0.4,6,30,2,3,64,18.5,blue,7.5,68,2014,47.5,NA,f,56
201430,NA,y,4,NA,1,1,19,0.9,6,20,3,3,NA,22,blue,8.5,74,2014,47.5,NA,m,55
201431,NA,y,6,NA,1,2,18,0.8,6,0,3,2,68.5,20.5,green,8,66,2014,47.5,NA,m,50
201432,NA,y,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,47.5,NA,m,NA
201433,NA,y,2,NA,1,4,16,0.6,5,14,3,1,72,21,aquamarine,7,80,2014,47.5,NA,m,47
201434,NA,y,7,NA,1,0,10,1,7,7,4,2,73,24,blue,7,70,2014,47.5,NA,m,45
201435,NA,y,2,NA,1,3,17,0.7,4,14,2,1,71,22,green,8.5,70,2014,47.5,NA,m,45
201436,NA,y,6,NA,1,0,14,1,6,15,3,3,70,25,blue,8,70,2014,47.5,NA,m,47
201437,NA,y,4,NA,1,8,12,0.2,7,20,3,3,73,20,blue,6,58,2014,47.5,NA,m,42
201438,NA,y,7,NA,1,6,14,0.4,6,25,1,1,71,24,blue,8,59,2014,47.5,NA,m,53
201439,NA,n,7,NA,1,0,20,1,7,12,5,3,67,21,white,6,80,2014,47.5,NA,m,50
201440,NA,y,5,NA,1,3,9,0.5,5,18,2,2,67,21,white,9,70,2014,47.5,NA,m,47
201441,NA,n,5,NA,1,5,12,0.41,6,15,2,2,68,23,pink,8,72,2014,47.5,NA,m,52
201442,NA,y,5,NA,1,0,20,1,6,25,5,1,64,17,green,4,77,2014,47.5,NA,f,42
